   1.99999996E-02  0.168218687      0.105064392    
   3.99999991E-02  0.332513392      0.210128784    
   5.99999987E-02  0.492884099      0.315193176    
   7.99999982E-02  0.649330795      0.420257568    
   9.99999940E-02  0.801853478      0.525321901    
  0.119999997      0.950452209      0.630386353    
  0.140000001       1.09512687      0.735450745    
  0.159999996       1.23587751      0.840515137    
  0.179999992       1.37270427      0.945579469    
  0.199999988       1.50560689       1.05064380    
  0.219999999       1.63458574       1.15570831    
  0.239999995       1.75964034       1.26077271    
  0.259999990       1.88077092       1.36583710    
  0.280000001       1.99797773       1.47090149    
  0.299999982       2.11126041       1.57596576    
  0.319999993       2.22061920       1.68103027    
  0.340000004       2.32605386       1.78609467    
  0.359999985       2.42756462       1.89115894    
  0.379999995       2.52515125       1.99622345    
  0.399999976       2.61881399       2.10128760    
  0.419999987       2.70855260       2.20635223    
  0.439999998       2.79436731       2.31141663    
  0.459999979       2.87625790       2.41648102    
  0.479999989       2.95422459       2.52154541    
  0.500000000       3.02826738       2.62660980    
  0.519999981       3.09838581       2.73167419    
  0.539999962       3.16458082       2.83673835    
  0.560000002       3.22685146       2.94180298    
  0.579999983       3.28519821       3.04686737    
  0.599999964       3.33962059       3.15193152    
  0.620000005       3.39011979       3.25699615    
  0.639999986       3.43669415       3.36206055    
  0.659999967       3.47934508       3.46712470    
  0.680000007       3.51807165       3.57218933    
  0.699999988       3.55287457       3.67725372    
  0.719999969       3.58375311       3.78231788    
  0.740000010       3.61070800       3.88738251    
  0.759999990       3.63373828       3.99244690    
  0.779999971       3.65284562       4.09751129    
  0.799999952       3.66802788       4.20257521    
  0.819999993       3.67928672       4.30764008    
  0.839999974       3.68662119       4.41270447    
  0.859999955       3.69003224       4.51776886    
  0.879999995       3.68951869       4.62283325    
  0.899999976       3.68508172       4.72789764    
  0.919999957       3.67672014       4.83296204    
  0.939999998       3.66443491       4.93802643    
  0.959999979       3.64822531       5.04309082    
  0.979999959       3.62809181       5.14815521    
   1.00000000       3.60403490       5.25321960    
   1.01999998       3.57605362       5.35828400    
   1.03999996       3.54414797       5.46334839    
   1.05999994       3.50831938       5.56841230    
   1.07999992       3.46856594       5.67347670    
   1.10000002       3.42488813       5.77854156    
   1.12000000       3.37728643       5.88360596    
   1.13999999       3.32576180       5.98867035    
   1.15999997       3.27031279       6.09373474    
   1.17999995       3.21093893       6.19879866    
   1.19999993       3.14764166       6.30386305    
   1.22000003       3.08042049       6.40892792    
   1.24000001       3.00927544       6.51399231    
   1.25999999       2.93420553       6.61905670    
   1.27999997       2.85521221       6.72412109    
   1.29999995       2.77229595       6.82918501    
   1.31999993       2.68545437       6.93424940    
   1.33999991       2.59468842       7.03931379    
   1.36000001       2.49999905       7.14437866    
   1.38000000       2.40138626       7.24944305    
   1.39999998       2.29884911       7.35450745    
   1.41999996       2.19238758       7.45957184    
   1.43999994       2.08200264       7.56463575    
   1.45999992       1.96769333       7.66970015    
   1.48000002       1.84945965       7.77476501    
   1.50000000       1.72730255       7.87982941    
   1.51999998       1.60122013       7.98489380    
   1.53999996       1.47121525       8.08995819    
   1.55999994       1.33728790       8.19502258    
   1.57999992       1.19943428       8.30008698    
   1.59999990       1.05765629       8.40515041    
   1.62000000      0.911954880       8.51021576    
   1.63999999      0.762329102       8.61528015    
   1.65999997      0.608779907       8.72034454    
   1.67999995      0.451306343       8.82540894    
   1.69999993      0.289908409       8.93047333    
   1.71999991      0.124588966       9.03553772    
   1.74000001      -4.46577072E-02   9.14060211    
   1.75999999     -0.217826843       9.24566650    
   1.77999997     -0.394919395       9.35073090    
   1.79999995     -0.575936317       9.45579529    
   1.81999993     -0.760878563       9.56085968    
   1.83999991     -0.949743271       9.66592407    
   1.86000001      -1.14253426       9.77098846    
   1.88000000      -1.33924675       9.87605286    
   1.89999998      -1.53988457       9.98111725    
   1.91999996      -1.74444580       10.0861816    
   1.93999994      -1.95293045       10.1912460    
   1.95999992      -2.16534042       10.2963104    
   1.97999990      -2.38167191       10.4013739    
   2.00000000      -2.60193062       10.5064392    
