  0.347296357      0.601534903       3.89018106    
  0.694592714       1.20306981       7.68226242    
   1.04188907       1.80460477       11.3762436    
   1.38918543       2.40613961       14.9721241    
   1.73648179       3.00767446       18.4699059    
   2.08377814       3.60920954       21.8695869    
   2.43107438       4.21074438       25.1711674    
   2.77837086       4.81227922       28.3746490    
   3.12566733       5.41381407       31.4800320    
   3.47296357       6.01534891       34.4873123    
   3.82026005       6.61688375       37.3964920    
   4.16755629       7.21841908       40.2075729    
   4.51485300       7.81995392       42.9205551    
   4.86214876       8.42148876       45.5354347    
   5.20944548       9.02302361       48.0522156    
   5.55674171       9.62455845       50.4708977    
   5.90403843       10.2260933       52.7914810    
   6.25133467       10.8276281       55.0139656    
   6.59863091       11.4291630       57.1383400    
   6.94592714       12.0306978       59.1646194    
   7.29322386       12.6322336       61.0928078    
   7.64052010       13.2337675       62.9228821    
   7.98781586       13.8353024       64.6548615    
   8.33511257       14.4368382       66.2887497    
   8.68240929       15.0383720       67.8245239    
   9.02970600       15.6399078       69.2622070    
   9.37700176       16.2414417       70.6017914    
   9.72429752       16.8429775       71.8432693    
   10.0715942       17.4445133       72.9866486    
   10.4188910       18.0460472       74.0319366    
   10.7661877       18.6475830       74.9791183    
   11.1134834       19.2491169       75.8281860    
   11.4607792       19.8506508       76.5791779    
   11.8080769       20.4521866       77.2320633    
   12.1553726       21.0537205       77.7868347    
   12.5026693       21.6552563       78.2435303    
   12.8499651       22.2567921       78.6021042    
   13.1972618       22.8583260       78.8625793    
   13.5445585       23.4598618       79.0249634    
   13.8918543       24.0613956       79.0892410    
   14.2391500       24.6629295       79.0554199    
   14.5864477       25.2644672       78.9235077    
   14.9337444       25.8660011       78.6934891    
   15.2810402       26.4675350       78.3653641    
   15.6283360       27.0690708       77.9391403    
   15.9756317       27.6706047       77.4148178    
   16.3229294       28.2721424       76.7924118    
   16.6702251       28.8736763       76.0718918    
   17.0175209       29.4752102       75.2532654    
   17.3648186       30.0767441       74.3365402    
   17.7121143       30.6782780       73.3217392    
   18.0594120       31.2798157       72.2088013    
   18.4067078       31.8813496       70.9977875    
   18.7540035       32.4828835       69.6886749    
   19.1012993       33.0844193       68.2814636    
   19.4485950       33.6859550       66.7761383    
   19.7958927       34.2874908       65.1727142    
   20.1431885       34.8890266       63.4711914    
   20.4904861       35.4905586       61.6715851    
   20.8377819       36.0920944       59.7738647    
   21.1850777       36.6936264       57.7780304    
   21.5323753       37.2951660       55.6841278    
   21.8796711       37.8966980       53.4920959    
   22.2269669       38.4982338       51.2019653    
   22.5742626       39.0997696       48.8137665    
   22.9215584       39.7013016       46.3274536    
   23.2688560       40.3028412       43.7430267    
   23.6161537       40.9043732       41.0605164    
   23.9634495       41.5059090       38.2798767    
   24.3107452       42.1074409       35.4011688    
   24.6580410       42.7089767       32.4243317    
   25.0053387       43.3105125       29.3494415    
   25.3526344       43.9120483       26.1764221    
   25.6999302       44.5135841       22.9053040    
   26.0472260       45.1151161       19.5360718    
   26.3945236       45.7166519       16.0687561    
   26.7418213       46.3181877       12.5033264    
   27.0891171       46.9197235       8.83981323    
   27.4364128       47.5212555       5.07818604    
   27.7837086       48.1227913       1.21847534    
   28.1310062       48.7243271      -2.73937988    
   28.4783001       49.3258591      -6.79525757    
   28.8255978       49.9273987      -10.9492798    
   29.1728954       50.5289345      -15.2014160    
   29.5201912       51.1304665      -19.5516052    
   29.8674889       51.7320023      -23.9999390    
   30.2147827       52.3335342      -28.5463257    
   30.5620804       52.9350700      -33.1908875    
   30.9093781       53.5366096      -37.9335022    
   31.2566719       54.1381416      -42.7742310    
   31.6039696       54.7396774      -47.7130737    
   31.9512634       55.3412094      -52.7499695    
   32.2985611       55.9427452      -57.8849792    
   32.6458588       56.5442848      -63.1181030    
   32.9931526       57.1458130      -68.4493103    
   33.3404503       57.7473526      -73.8786316    
   33.6877441       58.3488846      -79.4060364    
   34.0350418       58.9504204      -85.0315857    
   34.3823395       59.5519562      -90.7551880    
   34.7296371       60.1534882      -96.5769348    
